sku,rating_code,rating_value,title,review,reviewer,email
WSHT03,Rating,2,"I can't wear these at all :( I have thic","I can't wear these at all :( I have thick thighs and these are so short that they squeeze me right where it's most sensitive. I need to find a pair with a lower waist and shorter inseam.",Renetta,
WSHT03,Rating,3,"yes, they shape your belly but I don't l","yes, they shape your belly but I don't like the high waist. feels like its suffocating my organs. comfort before beauty!",Mirian,
WSHT04,Rating,2,"They're tight!  Not cool - I took them b","They're tight!  Not cool - I took them back fast! >:-(_)",Beaulah,
WSHT04,Rating,3,"Hmmm, yeah they nice n all but I dunno a","Hmmm, yeah they nice n all but I dunno about those stripes - those stripes look funny. They make me laugh. ",Buffy,
WSHT04,Rating,4," I love their little stripes and are sup"," I love their little stripes and are super comfy for my walks! I bought a pair for my  granddaughter - she likes them too and uses them for bedding for her pet iguana, Mr. Butterfinkle",Madlyn,
WSHT05,Rating,5,"Very light and the wide waistband hides ","Very light and the wide waistband hides your ""muffintop"" if you have one, LOL!",Francene,
WSHT05,Rating,4,"I wore these to track practice and they ","I wore these to track practice and they were great! I'd prefer a slightly shorter cut but otherwise, love 'em.",Ada,
WSHT05,Rating,2,"Fabric was uncomfortable, dug into my le","Fabric was uncomfortable, dug into my legs.",Renae,
WSHT06,Rating,2,"Um-WAY too short! My parents would kill ","Um-WAY too short! My parents would kill me if I wore these out of the house. I wish they were a little longer b/c their really cute.",America,
WSHT06,Rating,5,"The perfect shorts for running! I throw ","The perfect shorts for running! I throw these on with a tank top and know I'll look cute and stylin'.",Malika,
WSHT06,Rating,5,"OMG, I wear these everywhere. They're be","OMG, I wear these everywhere. They're beyond comfy and I really love that the waist is adjustable for when I've had to much ice cream.",Katelynn,
WSHT07,Rating,4,"I end up using these shorts a couple tim","I end up using these shorts a couple times a week. Great fit.",Margareta,
WSHT07,Rating,5,"I don't normally write reviews, but thes","I don't normally write reviews, but these shorts are worth it! The best pair of compression shorts I've ever owned. They fit perfectly snug but have so much breathability. ",Vonnie,
WSHT08,Rating,1,"The material is real flimsy. Tore at the","The material is real flimsy. Tore at the seam when I bent over to stretch.  SO. EMBARASSING.",Jenine,
WSHT08,Rating,3,"liked the color but the fit would be bet","liked the color but the fit would be better on someone thinner",Lakisha,
WSHT08,Rating,3,"I feel like I can run, run like the wind","I feel like I can run, run like the wind in these but they don't have a brief inside! Am I suppose to wear underwear!",Delois,
WSHT09,Rating,5,"I literally wear these ALL the time. My ","I literally wear these ALL the time. My boyfriend has started to wonder if I own other clothing. They're just so comfortable!",Jena,
WSHT09,Rating,3,"They come up a little high for me (mom s","They come up a little high for me (mom shorts?) but they're great for hanging out. I'd never wear them in public.",Carla,
WSHT09,Rating,2,"HORRIBLE quality. They fell apart after ","HORRIBLE quality. They fell apart after two washes! I only gave them a 2 because I use them as rags around the house now.",Gisele,
WSOCK01,Rating,5,"I can't get enough of these socks! All w","I can't get enough of these socks! All winter long they keep my feet nice and warm. I have three pairs and I wear them every day, because nothing is worse than cold toes!",Loise,
WSOCK01,Rating,5,"I bought these for my mother-in-law beca","I bought these for my mother-in-law because she has poor circulation and always complains that her feet are cold. She loves them, so I got some major brownie points!",Reita,
WSOCK01,Rating,4,"I live where it gets cold, so a good pai","I live where it gets cold, so a good pair of winter socks is a must. These are thick and cozy. I recommend them!",Carmel,
WSOCK02,Rating,4,"These socks are adorable! My girls (7 an","These socks are adorable! My girls (7 and 15) thought they were great. Perfect stocking stuffers!",Jaquelyn,
WSOCK02,Rating,2,"I'm not normally a huge fan of wool sock","I'm not normally a huge fan of wool socks because of their itch. While these were a tiny bit scratchy, for the most part they were very comfortable. I'll wear them more than once.",Vida,
WSOCK03,Rating,2,"Thin material that wore out n now I have","Thin material that wore out n now I have blisters that might be infected :(",Chastity,
WSOCK03,Rating,3,"Okay on walks around the block but I wou","Okay on walks around the block but I wouldn't wear them for a marathon",Racheal,
MPOLO1,Rating,5,"Looks cool, keeps you cool! ","Looks cool, keeps you cool! ",Prince,
MPOLO1,Rating,3,"Good for dumpster diving. ","I was accused of dumpster diving. ",Courtney,
WPOLO01,Rating,5,"oh god yes. this polo is the best one I ","oh god yes. this polo is the best one I own. it's def fitted, but it's not super tight! ",Kaitlin,
WPOLO01,Rating,4,"as all my friends know, I wear this polo","as all my friends know, I wear this polo every other day. The stripes on mine have faded a bit, but I think that's cause I've worn it so much.",Annette,
WPOLO01,Rating,5,"I love the v neck style of this polo. It","I love the v neck style of this polo. It makes it stand out among the ordinary polos I see on the courts",Yoko,
WPOLO01,Rating,5,"love mine! and if luma came out with thi","love mine! and if luma came out with this polo in polka dots or floral or something I would snatch it up in a sec.",Caterina,
WPOLO02,Rating,5,"I feel preppy AND cool in this. Be jelly","I feel preppy AND cool in this. Be jelly!",Socorro,
WPOLO02,Rating,5,"I can go out to dinner or run errands in","I can go out to dinner or run errands in this shirt. I love it.",Hyacinth,
WPOLO02,Rating,4,"I golf alot and like this top because it","I golf alot and like this top because it doesn't look like every other polo out there.",Nikki,
WPOLO03,Rating,4,"This is SUPER cute! I've been looking fo","This is SUPER cute! I've been looking for a new golf shirt that cute and feminine. I just wish it was available in more colors",Venita,
WPOLO03,Rating,4,"I need about a thousand of these! So com","I need about a thousand of these! So comfy!  I would say buy a size down because it runs a bit big.",Maia,
WPOLO03,Rating,5,"Adorable! I wear it all the time! I had ","Adorable! I wear it all the time! I had no trouble with the fit.",Isabel,
WPOLO03,Rating,2,"Unflattering much?! If I wanted a boxy s","Unflattering much?! If I wanted a boxy shirt with no shape, I'd buy it 4 sizes too big. The stripes are cool, but that's about it.",Michaela,
WPOLO04,Rating,3,"love the fit.wasnt really satisfied with","love the fit.wasnt really satisfied with the color though",Vena,
WPOLO04,Rating,4,"Brought this on vacation with me and let","Brought this on vacation with me and let me tell you I'm glad I did! A regular polo would have been wayyyy too hot on the golf course! It was scorching hot out but this polo is good for intense heat",Gennie,
MS13,Rating,1,"I hate lavender","I hate lavender. Why would that even be an option?",Dallas,
MS13,Rating,3,"Not the best, not the worst","Not the best, not the worst. The sizing was also a little weird. Had to go smaller.",Rex,
MS13,Rating,4,"Good shirt. Stay pretty cool.","Good shirt. Stay pretty cool. The sleeves are a bit wide but not bad.",Rich,
MS14,Rating,5,"I bought my husband this shirt","I bought my husband this shirt for our anniversary five years ago now his closet is full of this shirt in every color! He can't get enough of it! It's definitely a casual shirt, but dresses up really nicely when it's tucked into some slacks.",Joesph,
MS14,Rating,3,"Runs large, size down.","Runs large, size down. I got a large (my usual size) and I was swimming in it. I know that is the style but it looked silly.",Luciano,
MS14,Rating,5,"Golfing in hot weather","My buddies think I'm crazy for golfing in 95 degree weather, but with this shirt nothing stops me. It's lightweight and keeps me feeling dry. I like that the fit is a little loose, really helps it breath.",Shelby,
MS15,Rating,3,"Has no shape whatsoever","This just kind of hangs on me. It has no shape whatsoever. I wear it to cut the grass on weekends, at least it's light.",Martin,
MS15,Rating,5,"I look like a boss ","I look like a boss in this polo! Get to the gym and lift some weights and maybe you'll be able to fill out your shirt.",Devon,
MS15,Rating,2,"Awkward length","Agreed. It's an awkward length; doesn't tuck in well but looks stupid untucked.",Numbers,
MS16,Rating,3,"it's really blah. Make one with stripes ","it's really blah. Make one with stripes or something!",Chadwick,
MS16,Rating,5,"I got it for my golfing trip in Scotland","I got it for my golfing trip in Scotland, and it worked great. Kept me warm and I didn't look like an obnoxious tourist.",Stevie,
MS16,Rating,3,"TOO BIIG","It looks nice in the picture, but that guy must be a giant. I look like a kid who stole my dad's shirt in this thing.",Edwardo,
WG04,Rating,5,"Love, love, love this visor! I wear it f","Love, love, love this visor! I wear it for hours at a time when I'm sailing, and I never get teary eyed from the sun.",Jule,
WG04,Rating,5,"It's pretty simple, but it has everythin","It's pretty simple, but it has everything I need. I really like that it's adjustable because 1 size fits all hats are not for me. I have a big head!",Lida,
WG04,Rating,3,"I'd recommend this visor as an inexpensi","I'd recommend this visor as an inexpensive option, but it's a little ""blah"". I wish it had some fun design on it.",Tami,
WG05,Rating,4,"I don't go outside on sunny days without","I don't go outside on sunny days without my trusty CoolTech visor. It keeps my eyes completely shaded from the sun.",Renay,
WG05,Rating,2,"This visor is just ok. I can't adjust it","This visor is just ok. I can't adjust it at all like other ones, so I end up with a bad headache after I wear it. Adjustable visors are so much better!",Angelia,
WG05,Rating,2,"I don't like how it stains pretty easy, ","I don't like how it stains pretty easy, and the brim is just too hard to break in. I like to break them in myself.",Soila,
WG06,Rating,1,"This taste's like plastic Im returning i","This taste's like plastic Im returning it.",Flo,
WG06,Rating,3,"The clip broke almost immediately but I ","The clip broke almost immediately but I still use it. Not bad.",Leana,
WG06,Rating,5,"Best water bottle out there! Can't beat ","Best water bottle out there! Can't beat the price!",Juliana,
WG07,Rating,5,"What an adorable hat! I wore it all wint","What an adorable hat! I wore it all winter! ",Dollie,
WG07,Rating,4,"Totally cute. I usually look really bad ","Totally cute. I usually look really bad in hats but I love this one. It did give me wicked hat hair though. Guess that's just the way the mop flops.",Charlette,
MSHT01,Rating,4,"Great for exercising","Great for exercising but I also wear em when doing yardwork on hot days.",Darryl,
MSHT01,Rating,4,"Nice and breezy fit, really comfy","Nice and breezy fit, really comfy and light - one of my favorites for jogging! ",Domingo,
MSHT02,Rating,2,"Too heavy for a liner","I'm an avid cyclist and I thought these were far too heavy to be worn as a liner. The seat pad is what I'm keeping them for.",Porfirio,
MSHT02,Rating,3,"Very comfortable","I ride every weekend and didn't have a problem with these shorts. Very comfortable and didn't creep up like other shorts that claim they don't.",Jon,
MSHT02,Rating,2,"Like em but don't love em","Like em but don't love em. Theyre not my favorites-I think they run too small or something.",Ervin,
MSHT03,Rating,2,"Way shorter than I thought","These are way shorter than I thought they were going to be. I'm a runner, but I'm not down with short shorts.",Tracey,
MSHT03,Rating,5,"Perfect for SERIOUS runners.","I got these on sale but even the original price isnt bad. I don't think theyre to short. Perfect for SERIOUS runners.",Chase,
MSHT03,Rating,5,"Great shorts! Can't beat the price!","Great shorts! Can't beat the price! Material gets softer as you wash!",Lucio,
MSHT03,Rating,4,"Exactly what I expected","Exactly what I expected (except the material is not as soft as I thought). Love the mesh. ",Issac,
MSHT04,Rating,4,"great for combating heat","I live where it is warm almost every day of the year. These shorts are great for combating the heat so I don't pass out during my workout.",Robin,
MSHT04,Rating,4,"throw these on with CoolTech shirt ","I throw these on with my CoolTech shirt and I'm set for a great workout. I hate to be hot when I run so the combination of these 2 works well!",Landon,
MSHT04,Rating,2,"inseam is only 5"" ","I don't like that the inseam is only 5"" for guy's shorts. I wish it was a little longer.",Dustin,
MSHT05,Rating,2,"These ended up being way shorter","These ended up being way shorter than they look in the pics. Made me uncomfortable to wear in public. Sending them back!",Ariel,
MSHT05,Rating,4,"I like them!","My first pair of bike shorts. I like them! I always thought the compression stuff was nonsense but it really does help. I feel like I can go farther without feeling fatigued.",Darwin,
MSHT05,Rating,3,"Not enough compression","I found the compression fit a little weak. I like a serious squeeze, these didn't really do the trick.",Eldridge,
MSOCK01,Rating,1,"Granpa called! He wants his socks back h","Granpa called! He wants his socks back hahahhaha. My mom bought these for me. Not a fan.",Edison,
MSOCK01,Rating,4,"My feet sweat a little in them but that'","My feet sweat a little in them but that's just cuz of a medical condition. Still really comfy!",Scottie,
MSOCK01,Rating,5,"These are awesome. They don't make my fe","These are awesome. They don't make my feet sweat.",Eddie,
MSOCK01,Rating,4,"Most comfortable socks I've owned. I don","Most comfortable socks I've owned. I don't mind that they're crew socks, I just wish you got more than one in a pack.",Coleman,
MSOCK02,Rating,5,"My girlfriend bought me these and althou","My girlfriend bought me these and although I was wary about their quality at first, (she is not the snowsports expert) I was very pleasantly surprised. I take these on every snowboarding trip I go on. They are the ultimate socks for being out on the slopes all day. They dry ridiculously fast. I apologize to my girlfriend for ever doubting her ability to pick out good socks. She's really the best and so are these socks.",Malcom,
MSOCK02,Rating,4,"seriously. get these socks!","seriously. get these socks!",Norman,
MSOCK02,Rating,5,"I live where it is cold and own about 6 ","I live where it is cold and own about 6 pairs of these socks. Take it from a huge fan, these are built for the elements.",Preston,
MSOCK02,Rating,5,"OBSESSED with these socks. They may not ","OBSESSED with these socks. They may not look frilly or pretty but boy do they work!",Rick,
UB01,Rating,5,"Wow, can this thing hold a lot! ","Wow, can this thing hold a lot! I can fit so much in the large open space, and it's so perfect for long weekends away.",Rusty,
UB01,Rating,4,"Not an overnight pack","I don't know if I would call this an ""overnight"" pack, because it can fit a ton! Maybe a week pack? I actually use this for longer trips, and it works perfectly.",Dulce,
UB01,Rating,2,"Low quality, sorry","I wasn't happy at all about the quality of this suitcase. One of the straps came off during my first trip with it. All in all, not the greatest, but you get what you pay for.",Veronica,
WG08,Rating,4,"No instructional video?","I bought one of these just like my friend but hers came with an instructional video with exercise recommendations and I wish the Luma one came with a video too. The color is really pretty though. ",Verda,
WS13,Rating,1,Uncomfortable,"Becomes uncomfortable if you're outside for more than an hour - like it wicks away sweat then stops. I don't get it. Don't buy!",Leonie,
WS13,Rating,4,"now my new favorite shtirt","Just what I expected!! This is now my favorite shirt for when I'm jogging through the neighborhood - the only thing I suggest is lose the zipper, it's scratchy :)",Stephani,
WS14,Rating,4,"so cute and comfortable!","so cute and comfortable! I love wearing this shirt for hikes because it really doesn't stick to you and you don't feel so sweaty later on. I need more colors now :)",Tifany,
WS14,Rating,4,"Wonderful! Make more colors please!","Wonderful! Make more colors please!",Hermelinda,
WS14,Rating,3,"I'd order a size up","I'd order a size up cuz they run kinda small but it's a great top!! I was a little worried the mesh parts were too see through but it must have been a weird computer trick when I zoomed in. ",Albertha,
WS15,Rating,5,"Dries quick1","I'm a sweaty gal and can attest to the fact that it dries quick!",Rowena,
WS15,Rating,4,"It's a nice, comfy shirt but im not sure","It's a nice, comfy shirt but im not sure whats so luma or tech about it",Latashia,
WS15,Rating,2,"This shirt is not free of the chafe! It ","This shirt is not free of the chafe! It rubbed my muffin top. Returning it.",Leona,
WS16,Rating,5,"I never like the way tight tshirts look ","I never like the way tight tshirts look on me, so this crew neck is perfect because it's loose where it counts! Hides my little bulges to make my figure look smoother. ",Jacqui,
WS16,Rating,5,"Bought their short sleeve shirt because ","Bought their short sleeve shirt because I saw it was made in the USA. It's really rare to find products made from American-grown cotton, so I was so excited about this Luma product! SUPPORT THE USA!!!  ",Tanesha,
WS16,Rating,4,"I have this shirt and a Luma v-neck and ","I have this shirt and a Luma v-neck and I love them both!",Kanisha,
WS16,Rating,5,"I've worn and washed this shirt so many ","I've worn and washed this shirt so many times and it hasn't shrunk or gotton streched out. ",Kiera,
WSA01,Rating,4,"Typical flip-flop, I like the little wed","Typical flip-flop, I like the little wedge.",Chae,
WSA01,Rating,5,"REALLY comfy and the wedge means I can w","REALLY comfy and the wedge means I can wear it with dresses!",Susan,
WS08,Rating,4,"Thank you!","Thank you! I'm so sick of inappropriate workout clothes. This is exactly what I was looking for. Cover yourselves up, ladies!",Veronica,"roni_cost@example.com"
24-MB03,Rating,3,"I bought this backpack for my son","I bought this backpack for my son to take to school, but he carries it like a suitcase now! It's also really good for airplane travel.",Veronica,"roni_cost@example.com"
